team_abbreviation,g,ab,pa,h,x1b,x2b,x3b,hr,r,rbi,bb,ibb,so,hbp,sf,sh,gdp,sb,cs,avg,gb,fb,ld,iffb,pitches,balls,strikes,ifh,bu,buh,bb_pct,k_pct,bb_k,obp,slg,ops,iso,babip,gb_fb,ld_pct,gb_pct,fb_pct,iffb_pct,hr_fb,ifh_pct,buh_pct,tto_pct,w_oba,w_raa,w_rc,batting,fielding,replacement,positional,w_league,c_framing,defense,offense,rar,war,war_old,dollars,base_running,spd,w_rc_plus,w_bs_r,wpa,wpa_minus,wpa_plus,re24,rew,p_li,ph_li,ph,wpa_li,clutch,f_ball_pct,f_bv,sl_pct,s_lv,ct_pct,c_tv,cb_pct,c_bv,ch_pct,c_hv,sf_pct,s_fv,xx_pct,w_fb,w_sl,w_ct,w_cb,w_ch,w_sf,w_fb_c,w_sl_c,w_ct_c,w_cb_c,w_ch_c,w_sf_c,o_swing_pct,z_swing_pct,swing_pct,o_contact_pct,z_contact_pct,contact_pct,zone_pct,f_strike_pct,sw_str_pct,c_str_pct,c_sw_str_pct,pull,cent,oppo,soft,med,hard,bip_count,pull_pct,cent_pct,oppo_pct,soft_pct,med_pct,hard_pct,avg_2,bb_pct_2,k_pct_2,obp_2,slg_2,iso_2,babip_2,ld_pct_2,gb_pct_2,fb_pct_2,hrfb_pct,pull_pct_2,cent_pct_2,oppo_pct_2,soft_pct_2,med_pct_2,hard_pct_2,xw_oba,x_avg,x_slg,xbr,pptv,cptv,bptv,dsv,dgv,btv,r_pptv,r_bptv,ebv,esv,r_f_team_v,r_b_team_v,r_tv,b_review,b_overturned,b_correct_pct,w_b_review,p_review,p_overturned,c_review,c_overturned,c_correct_pct,w_c_review,as_c_review,as_c_overturned,as_c_correct_pct,w_as_c_review,pfx_fa_pct,pfx_fc_pct,pfx_fs_pct,pfx_si_pct,pfx_sl_pct,pfx_cu_pct,pfx_kc_pct,pfx_ep_pct,pfx_ch_pct,pfx_slo_pct,pfx_st_pct,pfx_cuo_pct,pfx_cv_pct,pfx_v_fa,pfx_v_fc,pfx_v_fs,pfx_v_si,pfx_v_sl,pfx_v_cu,pfx_v_kc,pfx_v_ep,pfx_v_ch,pfx_v_slo,pfx_v_st,pfx_v_cuo,pfx_v_cv,pfx_fa_x,pfx_fc_x,pfx_fs_x,pfx_si_x,pfx_sl_x,pfx_cu_x,pfx_kc_x,pfx_ep_x,pfx_ch_x,pfx_slo_x,pfx_st_x,pfx_cuo_x,pfx_cv_x,pfx_fa_z,pfx_fc_z,pfx_fs_z,pfx_si_z,pfx_sl_z,pfx_cu_z,pfx_kc_z,pfx_ep_z,pfx_ch_z,pfx_slo_z,pfx_st_z,pfx_cuo_z,pfx_cv_z,pfx_w_fa,pfx_w_fc,pfx_w_fs,pfx_w_si,pfx_w_sl,pfx_w_cu,pfx_w_kc,pfx_w_ep,pfx_w_ch,pfx_w_slo,pfx_w_st,pfx_w_cuo,pfx_w_cv,pfx_w_fa_c,pfx_w_fc_c,pfx_w_fs_c,pfx_w_si_c,pfx_w_sl_c,pfx_w_cu_c,pfx_w_kc_c,pfx_w_ep_c,pfx_w_ch_c,pfx_w_slo_c,pfx_w_st_c,pfx_w_cuo_c,pfx_w_cv_c,pfx_aa_fa,pfx_aa_fc,pfx_aa_fs,pfx_aa_si,pfx_aa_sl,pfx_aa_cu,pfx_aa_kc,pfx_aa_ep,pfx_aa_ch,pfx_aa_slo,pfx_aa_st,pfx_aa_cuo,pfx_aa_cv,pfx_sp_fa,pfx_sp_fc,pfx_sp_fs,pfx_sp_si,pfx_sp_sl,pfx_sp_cu,pfx_sp_kc,pfx_sp_ep,pfx_sp_ch,pfx_sp_slo,pfx_sp_st,pfx_sp_cuo,pfx_sp_cv,pfx_o_swing_pct,pfx_z_swing_pct,pfx_swing_pct,pfx_o_contact_pct,pfx_z_contact_pct,pfx_contact_pct,pfx_zone_pct,pfx_pace,avg_bat_speed,fast_swing_pct,swing_length,squared_up_contact_pct,squared_up_swing_pct,blast_contact_pct,blast_swing_pct,swords,competitive_swings,tilt,attack_angle,attack_direction,ideal_attack_angle_pct,depth_in_box,distance_off_plate,sc_h_swing_pct,sc_h_contact_pct,sc_h_zone_pct,sc_s_swing_pct,sc_s_contact_pct,sc_s_zone_pct,sc_c_swing_pct,sc_c_contact_pct,sc_c_zone_pct,sc_w_swing_pct,sc_w_contact_pct,sc_w_zone_pct,sc_si_swing_pct,sc_si_contact_pct,sc_si_zone_pct,sc_so_swing_pct,sc_so_contact_pct,sc_so_zone_pct,sc_o_swing_pct,sc_o_contact_pct,sc_o_zone_pct,sc_z_swing_pct,sc_z_contact_pct,sc_z_zone_pct,pi_ch_pct,pi_cu_pct,pi_fa_pct,pi_fc_pct,pi_fs_pct,pi_si_pct,pi_sl_pct,pi_v_ch,pi_v_cu,pi_v_fa,pi_v_fc,pi_v_fs,pi_v_si,pi_v_sl,pi_ch_x,pi_cu_x,pi_fa_x,pi_fc_x,pi_fs_x,pi_si_x,pi_sl_x,pi_ch_z,pi_cu_z,pi_fa_z,pi_fc_z,pi_fs_z,pi_si_z,pi_sl_z,pi_w_ch,pi_w_cu,pi_w_fa,pi_w_fc,pi_w_fs,pi_w_si,pi_w_sl,pi_w_ch_c,pi_w_cu_c,pi_w_fa_c,pi_w_fc_c,pi_w_fs_c,pi_w_si_c,pi_w_sl_c,pi_o_swing_pct,pi_z_swing_pct,pi_swing_pct,pi_o_contact_pct,pi_z_contact_pct,pi_contact_pct,pi_zone_pct,pi_pace,events,ev,la,barrels,barrel_pct,max_ev,hard_hit,hard_hit_pct,q,tg,tpa,position_db,position,team_name_abb,teamid,player_team_id,pos,ev90,pi_cs_pct,pi_v_cs,pi_cs_x,pi_cs_z,pi_w_cs,pi_w_cs_c,p_correct_pct,w_p_review,r_dgv,pfx_fo_pct,pfx_v_fo,pfx_fo_x,pfx_fo_z,pfx_w_fo,pfx_w_fo_c,pfx_aa_fo,pfx_sp_fo,pi_xx_pct,pi_v_xx,pi_xx_x,pi_xx_z,pi_w_xx,pi_w_xx_c,kn_pct,k_nv,w_kn,w_kn_c
LAD,185,451,512,134,90,19,0,25,83,82,50,3,109,5,6,0,13,5,0,0.2971,142,137,67,14,2036,763,1273,12,2,2,0.0977,0.2129,0.4587,0.3691,0.5055,0.8747,0.2084,0.3375,1.0365,0.1936,0.4104,0.396,0.1022,0.1825,0.0845,1,0.3594,0.388,28.8881,86.827,27.6834,7.2895,15.1115,-1.4043,-0.1257,0.42,5.8851,27.0961,47.9671,5.0474,5.0367,40.3796,-0.5873,3.7745,146.4179,-0.1241,2.501,-7.6623,10.1633,26.8932,2.7617,0.9065,1.9078,8,2.9842,-0.2252,0.4612,93.6461,0.2257,85.2549,0.0737,88.7533,0.0973,80.2222,0.1047,86.23,0.0374,84.6184,0.0069,7.2646,10.7754,2.7246,3.7116,0.9442,1.1568,0.7745,2.3476,1.8164,1.8746,0.4433,1.5221,0.3009,0.7044,0.4695,0.6573,0.8696,0.7904,0.4178,0.5918,0.0982,0.1547,0.2529,149,118,81,47,156,145,348,0.4282,0.3391,0.2328,0.1351,0.4483,0.4167,123.6176,102.6257,96.9779,116.2126,132.2563,146.8895,116.5797,102.644,93.3843,106.4772,179.1129,105.2226,96.9599,95.6366,83.0755,88.3662,126.2112,0.3784,0.2853,0.5073,-0.4632,1,0,1,0,0,0,0.041,-0.1592,1,1,0.041,-0.1592,-0.1182,7,4,0.5714,0.8278,0,0,7,4,0.5714,-0.7081,17,11,0.6471,1.1645,0.3196,0.088,0.0433,0.1357,0.203,0.0905,0.0157,0.0039,0.1003,0.1411,0.0619,0.089,0.0015,94.5562,88.4039,85.5966,92.6283,85.0872,79.956,84.2031,49.0375,85.9152,85.9742,83.0667,79.8657,85.4,-2.7984,-0.3949,-6.8212,-3.3294,1.1778,0.0475,1.3398,-2.387,0.7018,0.9601,1.6737,0.1654,-7.0647,9.2385,4.2546,1.2294,3.864,1.0448,-4.2834,-6.4264,10.0696,2.5834,1.2672,0.5382,-4.2924,-3.7387,-2.3129,1.6799,0.7171,9.5723,11.5507,1.5912,1.9907,-0.6274,1.3589,9.1324,2.4183,1.0636,0.5276,-0.3558,0.9385,0.8149,3.4682,2.7968,0.8648,6.2208,-7.8424,0.6661,3.182,1.9193,0.5876,17.5871,39.6976,40.2754,34.6539,24.4628,32.7191,40.8618,46.2791,61.7652,33.4988,31.9378,34.4986,40.9709,34.2828,2188.2508,2298.7207,1330.2955,1809.3949,2151.1574,2453.5326,2557,1349.375,1445.9951,1990.3972,2517.3333,2451.011,2605.6667,0.2702,0.6736,0.4695,0.6043,0.8656,0.7895,0.4941,19.42,71.3525,0.1945,7.3071,0.3553,0.282,0.148,0.1175,24,766,35.6143,10.3011,0.4594,0.5052,30.176,29.1145,0.7479,0.8867,0.2587,0.5503,0.7778,0.3934,0.2135,0.5408,0.2453,0.0365,0.1429,0.1026,0.5995,0.834,0.2202,0.4877,0.6899,0.1732,0.2657,0.6129,0.5162,0.687,0.86240000000000006,0.4838,0.1028,0.0782,0.3235,0.0855,0.0393,0.1382,0.2325,86.1722,80.6685,94.3049,88.9305,85.5893,92.8288,84.8276,0.5938,2.355,-2.379,-0.8513,-6.2941,-3.0615,1.0106,1.2217,-7.5486,8.3025,3.5681,-0.5472,2.8574,-0.427,1.0178,3.0982,-2.2765,5.1262,0.8159,9.9142,7.7686,0.487,1.9485,-0.346,2.9461,1.0199,3.5282,1.6424,0.2723,0.6727,0.4695,0.6192,0.8605,0.7895,0.4926,19.42,348,90.5104,14.4798,40,0.1149,114.6,156,0.4483,39.3846,13,512,OF,OF,LAD,22,22,0.0703,105.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,207,481,566,130,78,35,0,17,85,79,71,6,107,9,4,1,10,9,4,0.2703,170,139,69,15,2232,864,1368,10,1,0,0.1254,0.189,0.6636,0.3717,0.4491,0.8207,0.1788,0.313,1.223,0.1825,0.4497,0.3677,0.1079,0.1223,0.0588,0,0.3445,0.3685,23.9989,88.0486,26.1928,-4.5428,16.7053,-1.7284,4.1465,-0.38,-6.2712,26.9855,41.5661,4.3739,4.2974,34.9911,0.7928,3.757,142.1187,-0.9879,1.269,-8.8188,10.0878,20.0784,2.2101,0.9128,0.5165,13,1.4782,-0.0881,0.4711,94.7393,0.2483,84.6625,0.095,89.1981,0.0699,80.5256,0.1053,85.5319,0.0103,88.087,0.0108,20.0907,4.123,1.0992,1.4638,-0.2427,-1.1629,1.9116,0.7442,0.5185,0.9383,-0.1033,-5.0559,0.3177,0.676,0.4605,0.6197,0.8619,0.7614,0.3987,0.5689,0.1098,0.1523,0.2621,166,131,82,60,185,134,379,0.438,0.3456,0.2164,0.1583,0.4881,0.3536,119.24,122.5345,78.0851,118.1366,124.7526,134.1257,110.2842,96.5848,108.4551,92.7822,129.9376,105.8703,98.1668,92.386,91.6225,96.796,109.4858,0.3526,0.264,0.4343,1.7807,1,0,0,0,0,0,0.0636,NA,1,0,0.0636,0,0.0636,12,6,0.5,0.8336,0,0,18,9,0.5,-1.5703,13,5,0.3846,0.4439,0.255,0.0955,0.0103,0.2143,0.2497,0.0466,0.0247,NA,0.104,0.1511,0.0986,0.0466,NA,94.5548,89.1629,88.013,94.8519,84.5873,77.7817,84.7727,NA,85.9659,85.7911,82.7432,77.7817,NA,-0.2127,0.0097,-4.6196,-5.4769,1.9325,0.5248,2.82,NA,0.235,0.5614,4.0327,0.5248,NA,9.0245,3.9747,0.9976,4.6738,-0.0873,-5.1291,-3.4938,NA,3.7737,-0.2487,0.1598,-5.1291,NA,11.012,0.636,-1.1629,7.8253,3.0964,3.4686,-0.6148,NA,-0.7396,1.6782,1.4182,3.4686,NA,1.9353,0.2986,-5.0559,1.6371,0.5559,3.3352,-1.1178,NA,-0.3188,0.498,0.6447,3.3352,NA,35.773,33.8308,34.2408,35.2343,32.4108,44.433,39.7278,NA,38.9407,35.193600000000004,28.1482,44.433,NA,2103.1705,2200.9155,1453.9565,2068.4268,2224.6284,2422.4231,2455.0182,NA,1780.1681,2292.8694,2120.0955,2422.4231,NA,0.293,0.6383,0.4603,0.5786,0.8493,0.7605,0.4845,19.2614,72.2731,0.2808,7.4848,0.3238,0.2405,0.1244,0.0924,20,844,32.9865,12.4007,-2.5843,0.4834,27.0826,28.9939,0.7036,0.8739,0.24,0.5302,0.7851,0.4161,0.2892,0.4306,0.2409,0.0516,0.2727,0.103,0.6119,0.847,0.2119,0.4455,0.6968,0.2042,0.293,0.5678,0.5415,0.6579,0.8618,0.4585,0.104,0.0825,0.2497,0.0919,0.0085,0.2178,0.2456,85.341,80.742,94.728,89.4223,88.3076,94.8425,84.7899,0.2479,2.4045,-0.1109,-0.2283,-5.0913,-5.2284,2.1594,1.9532,-5.6031,7.8625,3.3661,-0.5156,3.2626,-1.4262,0.2974,1.3903,11.3079,0.0912,-0.9737,6.9964,5.2512,0.1282,0.7556,2.0301,0.0445,-5.1246,1.4396,0.9582,0.2961,0.6366,0.4603,0.5848,0.8482,0.7605,0.4823,19.2614,379,88.1273,12.4775,33,0.0871,113.1,145,0.3826,40.4286,14,566,2B/OF,2B/OF,HOU,21,21,0.0758,104.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,197,479,535,127,82,24,1,20,77,74,50,1,104,2,4,0,8,5,4,0.2651,163,147,68,21,2114,791,1323,8,1,1,0.0935,0.1944,0.4808,0.3346,0.4447,0.7793,0.1795,0.2981,1.1088,0.1799,0.43120000000000003,0.3889,0.1429,0.1361,0.0491,1,0.3252,0.3499,14.6653,75.207,12.8114,5.3976,15.7903,-1.7284,-0.1313,0.12,3.6692,11.5536,30.8818,3.2496,3.3124,25.9969,-1.2579,3.5944,120.5579,-1.6375,0.4781,-8.6247,9.1028,13.9575,1.414,0.9416,0.8096,10,0.7594,-0.2517,0.441,92.9968,0.1909,84.5682,0.1213,89.1484,0.0947,78.625,0.118,85.3896,0.0341,89.1667,0.0033,15.7419,1.9103,0.4647,-1.3821,1.2108,-0.8788,1.6909,0.474,0.1815,-0.691,0.4862,-1.2206,0.3333,0.6945,0.4789,0.6714,0.8511,0.7765,0.4031,0.5738,0.1069,0.1466,0.2535,155,140,84,62,181,136,379,0.409,0.3694,0.2216,0.1636,0.4776,0.3588,110.3113,98.2137,88.5515,105.3321,116.3328,126.5326,102.9647,95.3569,98.12,104.5774,133.5426,100.5065,105.6278,91.0665,100.6252,94.1412,108.6949,0.3349,0.2452,0.4491,0.3796,3,0,0,0,0,0,0.1883,NA,3,0,0.1883,0,0.1883,14,4,0.2857,1.5791,0,0,16,10,0.625,-1.2545,13,7,0.5385,1.0322,0.2932,0.1156,0.0303,0.1431,0.1829,0.0905,0.0171,0.0095,0.118,0.1274,0.0554,0.0791,0.0114,94.0872,89.2594,88.4906,94.1656,84.7373,78.1487,83.3917,39.31,85.3373,85.5517,82.865,77.5784,82.1167,-1.0163,0.5552,-5.1435,-6.6626,2.4049,3.7404,2.763,-1.0646,-1.1238,0.1867,7.5049,3.5432,5.1128,9.4016,4.9835,3.2571,5.1226,1.0165,-6.5856,-4.2755,8.634,3.8493,0.7428,1.6458,-7.0035,-3.6774,13.2471,-0.2058,-0.4568,-2.922,-0.1352,0.62,-1.3331,4.3718,1.2156,0.8879,-1.0231,0.7066,-0.0866,2.1401,-0.0844,-0.7138,-0.9676,-0.035,0.3246,-3.703,21.859,0.4882,0.3301,-0.8744,0.4231,-0.3606,37.0041,33.9737,39.0151,31.9159,35.1224,36.1973,40.2609,57.207,40.8641,38.8556,26.539,37.0153,30.5053,2064.9418,2111.7951,1371.7344,2080.4636,2336.6969,2262.089,2379.8889,897.5,1732.2289,2351.4944,2302.6752,2175.9102,2861.75,0.307,0.6618,0.4789,0.6228,0.8523,0.7765,0.4846,18.534,73.0883,0.3505,7.4902,0.3173,0.2368,0.1458,0.1089,16,836,33.0692,10.0529,-0.4229,0.5359,30.6431,26.8529,0.7426,0.851,0.2405,0.5505,0.7965,0.4202,0.2516,0.5126,0.2421,0.0842,0.1875,0.0972,0.5963,0.8016,0.2206,0.5,0.7897,0.1996,0.3107,0.6629,0.5381,0.67490000000000006,0.8374,0.4619,0.1312,0.1066,0.2989,0.1085,0.0171,0.1383,0.199,85.6109,79.1611,92.5259,89.5998,90.7845,94.3174,84.963,-1.3185,4.0399,-0.8218,0.5863,-7.044,-6.2488,2.8022,2.6833,-7.8292,8.3669,4.4433,-0.1742,4.1475,-0.1784,0.771,-0.7654,18.2297,0.6714,0.1192,-3.3068,-1.0369,0.2783,-0.3402,2.889,0.2932,0.3311,-1.1325,-0.2469,0.3076,0.6624,0.4794,0.6269,0.8523,0.7777,0.4841,18.534,379,88.8918,13.0371,39,0.1029,112.3,143,0.3773,38.2143,14,535,OF,OF,ATL,16,16,0.0812,105.5,5e-4,60.4884,-8.4367,-8.8292,0.0269,2.6918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSN,199,459,515,124,84,22,2,16,78,73,46,0,105,5,2,3,11,15,2,0.2702,171,119,65,6,1970,709,1261,11,4,1,0.0893,0.2039,0.4381,0.3418,0.4314,0.7732,0.1612,0.3176,1.437,0.1831,0.4817,0.3352,0.0504,0.1345,0.0643,0.25,0.3243,0.35,14.0242,72.3027,12.5267,-0.7228,15.2,-1.7284,-0.1264,0.46,-2.4512,12.8412,25.4637,2.6795,2.6564,21.4358,0.3146,6.002,120.8816,1.139,1.1209,-8.045,9.1659,17.5129,1.7921,0.9003,1.5576,16,1.2319,0.0132,0.4814,94.4249,0.2339,85.7783,0.0397,89.0769,0.0981,80.0466,0.0941,86.7027,0.0529,85.9038,0.0015,16.5759,-1.513,-1.4573,-1.2272,-1.5451,3.5909,1.7504,-0.3289,-1.8683,-0.6359,-0.8352,3.4528,0.3234,0.6679,0.4631,0.6296,0.8668,0.7684,0.4057,0.6718,0.1071,0.1766,0.2838,141,135,83,52,205,102,359,0.3928,0.376,0.2312,0.1448,0.571,0.2841,112.3986,93.8656,92.8749,107.6043,112.8524,113.621,109.7346,97.0555,109.6047,90.1428,131.9716,96.522,107.5298,94.9953,89.097,112.5641,86.0627,0.3426,0.2664,0.4392,-0.8244,3,0,0,0,0,0,0.0903,NA,3,0,0.0903,0,0.0903,8,3,0.375,0.4238,1,0,14,10,0.7143,-1.4714,11,4,0.3636,0.1898,0.293,0.053900000000000003,0.0549,0.1806,0.2258,0.0829,0.0193,0.0025,0.087,0.1709,0.0549,0.0778,0.0051,94.8792,89.5132,85.9398,94.4938,85.5944,79.3742,83.5368,36.94,86.3906,86.4161,83.038,79.0275,84.68,-1.3115,0.2819,-3.0412,0.6836,0.6277,3.0573,1.6836,-0.2438,-0.2762,0.0863,2.3122,3.1049,2.3303,9.5132,5.951,2.4196,5.0499,0.6578,-6.9373,-4.5332,8.1627,2.4662,0.7411,0.3984,-7.2841,-1.6317,12.8389,-1.8663,2.2293,2.552,-3.1436,-1.2354,-0.767,0.0444,-0.2072,-0.8507,-2.2929,-1.6553,0.4199,2.229,-1.7607,2.0642,0.7189,-0.708,-0.7579,-2.0184,0.8878,-0.1211,-0.2532,-2.123,-1.0819,4.1989,42.2037,30.8958,44.8394,30.336,38.2509,41.7305,44.6805,70.0499,33.4895,39.0193,35.8606,44.458,0,2246.7031,1985.2264,1095.1852,1753.2986,2317.6396,2307.411,2264.4474,921.8,1720.0351,2259.3393,2499.0185,2458.2222,0,0.3034,0.6366,0.4629,0.5916,0.8598,0.7681,0.4786,18.8972,71.6445,0.2307,7.3128,0.3222,0.244,0.1373,0.104,15,750,33.271,8.9973,0.5844,0.5,29.7105,28.4249,0.6876,0.8758,0.2445,0.5478,0.7862,0.4082,0.2901,0.4553,0.233,0.0577,0.25,0.1143,0.5864,0.8348,0.2099,0.5069,0.7268,0.1984,0.3148,0.603,0.5412,0.6375,0.8643,0.4588,0.0931,0.1048,0.2691,0.0804,0.0519,0.1806,0.2202,85.3271,80.6301,95.1927,91.6172,86.2001,94.757,85.9433,-0.7195,3.0367,-1.2873000000000001,0.5949,-2.0599,0.737,0.8582,1.2618,-7.9491,8.4469,5.7226,0.6573,3.7524,-0.5752,-2.0916,-3.0943,13.4074,-2.5325,3.968,2.6946,-2.083,-1.1429,-1.5021,2.5345,-1.6028,3.8902,0.759,-0.4811,0.3016,0.6329,0.4613,0.5765,0.87,0.7707,0.4822,18.8972,359,88.4315,9.3324,27,0.0752,116.3,140,0.39,39.6154,13,515,P,P,WSN,24,24,0.0838,104.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
